Unnamed: 0,Province or State,City,Latitude,Longitude,Postal code,Education,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Income_Class,CustomerTenure,Active_Client
165,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Bachelor,35457.0,Single,Star,2020-03-26,2021-12-31,4169.36,Standard,Non-Zero Income,645,Active
166,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,90310.0,Married,Star,2018-09-25,2021-12-31,4170.34,Standard,Non-Zero Income,1193,Active
167,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,42837.0,Married,Star,2018-08-06,2021-12-31,4170.57,Standard,Non-Zero Income,1243,Active
168,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,29462.0,Single,Star,2020-09-19,2021-12-31,4170.69,Standard,Non-Zero Income,468,Active
169,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,29462.0,Single,Star,2017-12-11,2018-08-11,4170.69,Standard,Non-Zero Income,243,Inactive
170,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,High School or Below,14108.0,Married,Star,2016-01-23,2021-12-31,4177.88,Standard,Non-Zero Income,2169,Active
171,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Single,Star,2018-07-31,2021-12-31,4185.76,Standard,Zero Income,1249,Active
172,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Star,2020-06-09,2021-12-31,4191.06,Standard,Zero Income,570,Active
173,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,24641.0,Married,Star,2018-02-26,2021-12-31,4196.43,Standard,Non-Zero Income,1404,Active
174,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Single,Star,2019-05-21,2021-12-31,4196.65,Standard,Zero Income,955,Active
175,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,39913.0,Married,Star,2016-06-18,2021-12-31,4198.03,Standard,Non-Zero Income,2022,Active
176,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Bachelor,30598.0,Married,Star,2021-10-13,2019-06-13,4198.03,Standard,Non-Zero Income,-853,Inactive
177,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,30598.0,Married,Star,2021-02-28,2021-12-31,4198.03,2021 Promotion,Non-Zero Income,306,Active
178,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,51510.0,Divorced,Star,2020-12-10,2021-12-31,4200.37,Standard,Non-Zero Income,386,Active
179,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Bachelor,74057.0,Married,Star,2016-11-25,2021-12-31,4202.66,Standard,Non-Zero Income,1862,Active
180,Ontario,London,42.984924,-81.245277,M5B 3E4,Doctor,10097.0,Married,Star,2017-08-09,2021-12-31,4212.8,Standard,Non-Zero Income,1605,Active
181,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Doctor,12160.0,Married,Star,2020-03-30,2021-12-31,4213.92,Standard,Non-Zero Income,641,Active
182,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Single,Star,2019-11-25,2021-12-31,4217.86,Standard,Zero Income,767,Active
183,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,College,0.0,Single,Star,2018-11-10,2019-07-10,4217.86,Standard,Zero Income,242,Inactive
184,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,College,0.0,Single,Star,2021-04-12,2021-12-31,4221.31,2021 Promotion,Zero Income,263,Active
185,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Doctor,14170.0,Married,Star,2017-09-07,2021-12-31,4223.27,Standard,Non-Zero Income,1576,Active
186,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,77853.0,Single,Star,2016-06-22,2020-04-30,4228.25,Standard,Non-Zero Income,1408,Inactive
187,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Married,Star,2021-02-28,2021-12-31,4228.73,2021 Promotion,Zero Income,306,Active
188,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,College,0.0,Married,Star,2016-01-03,2021-12-31,4228.73,Standard,Zero Income,2189,Active
189,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Bachelor,60334.0,Married,Star,2021-01-31,2021-09-30,4235.18,Standard,Non-Zero Income,242,Inactive
190,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,60334.0,Married,Star,2017-08-20,2018-08-26,4235.18,Standard,Non-Zero Income,371,Inactive
191,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,High School or Below,25866.0,Married,Star,2018-03-09,2021-12-31,4236.3,Standard,Non-Zero Income,1393,Active
192,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,59038.0,Married,Star,2015-12-26,2021-12-31,4236.47,Standard,Non-Zero Income,2197,Active
193,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Doctor,14476.0,Married,Star,2018-06-08,2021-12-31,4236.84,Standard,Non-Zero Income,1302,Active
194,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Master,29465.0,Married,Star,2020-02-16,2021-12-31,4237.37,Standard,Non-Zero Income,684,Active
195,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Master,29465.0,Married,Star,2018-10-20,2021-12-31,4237.37,Standard,Non-Zero Income,1168,Active
196,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,High School or Below,19834.0,Divorced,Star,2015-08-15,2021-12-31,4241.64,Standard,Non-Zero Income,2330,Active
197,Ontario,London,42.984924,-81.245277,M5B 3E4,College,0.0,Single,Star,2020-11-08,2021-07-08,4242.69,Standard,Zero Income,242,Inactive
198,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Bachelor,34220.0,Married,Star,2019-12-07,2021-12-31,4244.47,Standard,Non-Zero Income,755,Active
199,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,44537.0,Married,Star,2015-06-08,2021-12-31,4247.68,Standard,Non-Zero Income,2398,Active
200,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,44537.0,Married,Star,2020-04-20,2021-12-31,4247.68,Standard,Non-Zero Income,620,Active
201,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Single,Star,2021-04-10,2021-12-10,4250.28,2021 Promotion,Zero Income,244,Inactive
202,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,College,0.0,Single,Star,2019-10-23,2021-12-31,4250.28,Standard,Zero Income,800,Active
203,Alberta,Banff,51.178398,-115.5708,T4V 1D4,College,0.0,Single,Star,2018-08-15,2021-12-31,4250.28,Standard,Zero Income,1234,Active
205,Manitoba,Winnipeg,49.895138,-97.138374,R3R 3T4,College,0.0,Single,Star,2019-08-02,2021-12-31,4253.28,Standard,Zero Income,882,Active
206,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Doctor,11904.0,Single,Star,2016-07-06,2021-12-31,4254.62,Standard,Non-Zero Income,2004,Active
207,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Doctor,11904.0,Single,Star,2018-02-05,2021-12-31,4254.62,Standard,Non-Zero Income,1425,Active
208,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,College,0.0,Married,Star,2018-04-24,2021-12-31,4270.03,Standard,Zero Income,1347,Active
209,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,College,0.0,Married,Star,2021-04-23,2021-12-31,4270.03,2021 Promotion,Zero Income,252,Active
210,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,26245.0,Single,Star,2021-05-11,2019-01-11,4271.2,Standard,Non-Zero Income,-851,Inactive
211,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Single,Star,2016-08-10,2021-12-31,4272.81,Standard,Zero Income,1969,Active
212,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Single,Star,2016-11-25,2019-03-20,4272.81,Standard,Zero Income,845,Inactive
213,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,82214.0,Married,Star,2017-08-05,2021-12-31,4273.59,Standard,Non-Zero Income,1609,Active
214,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,39621.0,Married,Star,2020-05-26,2021-12-31,4274.62,Standard,Non-Zero Income,584,Active
215,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,36692.0,Married,Star,2017-10-13,2021-12-31,4276.36,Standard,Non-Zero Income,1540,Active
216,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,77265.0,Married,Star,2016-06-16,2021-12-31,4277.27,Standard,Non-Zero Income,2024,Active
217,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,75921.0,Married,Star,2019-10-16,2021-12-31,4277.56,Standard,Non-Zero Income,807,Active
218,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Bachelor,40864.0,Married,Star,2021-08-31,2021-12-31,4282.95,Standard,Non-Zero Income,122,Active
219,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,40864.0,Married,Star,2016-08-03,2021-12-31,4282.95,Standard,Non-Zero Income,1976,Active
220,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Bachelor,40864.0,Married,Star,2020-10-11,2021-12-31,4282.95,Standard,Non-Zero Income,446,Active
221,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,40864.0,Married,Star,2019-12-01,2021-12-31,4282.95,Standard,Non-Zero Income,761,Active
222,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,College,0.0,Single,Star,2021-05-07,2021-12-31,4291.06,Standard,Zero Income,238,Active
223,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,College,0.0,Single,Star,2018-03-15,2021-12-31,4293.01,Standard,Zero Income,1387,Active
224,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,61737.0,Married,Star,2018-03-02,2021-12-31,4296.6,Standard,Non-Zero Income,1400,Active
225,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,86860.0,Married,Star,2019-12-17,2021-12-31,4297.02,Standard,Non-Zero Income,745,Active
226,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,76778.0,Married,Star,2016-08-24,2021-12-31,4298.66,Standard,Non-Zero Income,1955,Active
227,Ontario,Toronto,43.653225,-79.383186,P2T 6G3,Bachelor,44388.0,Divorced,Star,2016-08-17,2021-12-31,4299.84,Standard,Non-Zero Income,1962,Active
228,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,88590.0,Married,Star,2015-05-19,2021-12-31,4300.9,Standard,Non-Zero Income,2418,Active
229,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Bachelor,74057.0,Single,Star,2021-08-08,2021-12-31,4303.64,Standard,Non-Zero Income,145,Active
230,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Bachelor,31071.0,Single,Star,2015-05-13,2021-12-31,4305.79,Standard,Non-Zero Income,2424,Active
231,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Bachelor,24188.0,Married,Star,2018-11-04,2021-12-31,4305.81,2021 Promotion,Non-Zero Income,1153,Active
232,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Bachelor,73345.0,Married,Star,2020-04-21,2021-12-31,4307.42,Standard,Non-Zero Income,619,Active
233,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,43386.0,Single,Star,2016-03-18,2021-12-31,4312.77,Standard,Non-Zero Income,2114,Active
234,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,College,0.0,Single,Star,2021-03-05,2021-12-31,4313.34,2021 Promotion,Zero Income,301,Active
235,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,College,0.0,Single,Star,2020-09-13,2021-12-31,4314.07,Standard,Zero Income,474,Active
236,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,33488.0,Married,Star,2020-07-12,2021-12-31,4314.17,Standard,Non-Zero Income,537,Active
237,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,33488.0,Married,Star,2021-06-18,2021-12-31,4314.17,Standard,Non-Zero Income,196,Active
238,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,Bachelor,41252.0,Married,Star,2018-09-16,2021-12-31,4315.79,Standard,Non-Zero Income,1202,Active
239,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Doctor,17572.0,Married,Star,2021-04-23,2021-12-31,4318.43,2021 Promotion,Non-Zero Income,252,Active
240,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Doctor,11811.0,Married,Star,2018-08-20,2021-12-31,4319.15,Standard,Non-Zero Income,1229,Active
241,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,College,0.0,Divorced,Star,2021-07-15,2021-12-31,4322.24,Standard,Zero Income,169,Active
242,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,69040.0,Married,Star,2016-01-06,2021-12-31,4327.1,Standard,Non-Zero Income,2186,Active
244,Quebec,Montreal,45.50169,-73.567253,H2Y 2W2,Bachelor,60475.0,Married,Star,2016-01-15,2021-12-31,4330.39,Standard,Non-Zero Income,2177,Active
245,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Bachelor,60475.0,Married,Star,2019-08-20,2021-05-17,4330.39,Standard,Non-Zero Income,636,Inactive
246,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Bachelor,60475.0,Married,Star,2019-04-10,2021-12-31,4330.39,Standard,Non-Zero Income,996,Active
247,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,60475.0,Married,Star,2018-12-27,2021-12-31,4330.39,Standard,Non-Zero Income,1100,Active
248,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,39660.0,Married,Star,2017-10-09,2021-12-31,4330.77,Standard,Non-Zero Income,1544,Active
249,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,College,0.0,Single,Star,2016-12-31,2021-12-31,4330.8,Standard,Zero Income,1826,Active
250,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Bachelor,82302.0,Married,Star,2015-09-09,2021-12-31,4331.46,Standard,Non-Zero Income,2305,Active
251,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,82302.0,Married,Star,2021-11-04,2021-12-31,4331.46,Standard,Non-Zero Income,57,Active
252,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Master,23904.0,Single,Star,2017-08-08,2021-12-31,4334.06,Standard,Non-Zero Income,1606,Active
253,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Master,23904.0,Single,Star,2016-09-12,2021-12-31,4334.06,Standard,Non-Zero Income,1936,Active
254,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Master,23904.0,Single,Star,2017-05-14,2021-12-31,4334.06,Standard,Non-Zero Income,1692,Active
255,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Master,23904.0,Single,Star,2016-11-07,2021-12-31,4334.06,Standard,Non-Zero Income,1880,Active
256,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Master,23904.0,Single,Star,2015-12-31,2021-12-31,4334.06,Standard,Non-Zero Income,2192,Active
257,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Master,23904.0,Single,Star,2020-12-24,2021-12-31,4334.06,Standard,Non-Zero Income,372,Active
258,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Master,23904.0,Single,Star,2018-07-30,2021-12-31,4334.06,Standard,Non-Zero Income,1250,Active
259,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Bachelor,86096.0,Married,Star,2017-02-20,2021-12-31,4335.35,Standard,Non-Zero Income,1775,Active
260,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Single,Star,2017-02-11,2021-12-31,4340.86,Standard,Zero Income,1784,Active
261,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Bachelor,75648.0,Married,Star,2019-01-14,2021-12-31,4349.31,Standard,Non-Zero Income,1082,Active
262,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Bachelor,75648.0,Married,Star,2018-10-10,2021-12-31,4349.31,Standard,Non-Zero Income,1178,Active
263,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,75648.0,Married,Star,2015-08-17,2021-12-31,4349.31,Standard,Non-Zero Income,2328,Active
264,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Bachelor,75648.0,Married,Star,2021-07-23,2021-12-31,4349.31,Standard,Non-Zero Income,161,Active
265,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,75648.0,Married,Star,2016-08-26,2021-12-31,4349.31,Standard,Non-Zero Income,1953,Active
266,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Bachelor,86001.0,Divorced,Star,2015-08-08,2021-12-31,4358.76,Standard,Non-Zero Income,2337,Active
267,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,79583.0,Married,Star,2018-12-21,2019-08-21,4361.37,Standard,Non-Zero Income,243,Inactive
268,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Bachelor,79583.0,Married,Star,2018-09-07,2021-12-31,4361.37,Standard,Non-Zero Income,1211,Active
269,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,College,0.0,Single,Star,2019-02-26,2021-12-31,4362.77,Standard,Zero Income,1039,Active
270,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Single,Star,2018-04-17,2021-12-31,4362.77,Standard,Zero Income,1354,Active
271,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,58842.0,Married,Star,2021-07-02,2021-12-31,4362.93,Standard,Non-Zero Income,182,Active
272,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Bachelor,58842.0,Married,Star,2021-10-29,2021-12-31,4362.93,Standard,Non-Zero Income,63,Active
273,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,Bachelor,54514.0,Divorced,Star,2021-05-06,2021-12-31,4363.12,Standard,Non-Zero Income,239,Active
274,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Bachelor,54514.0,Divorced,Star,2015-09-17,2021-12-31,4363.12,Standard,Non-Zero Income,2297,Active
275,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,College,0.0,Single,Star,2019-07-25,2020-03-25,4363.2,Standard,Zero Income,244,Inactive
276,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,44804.0,Single,Star,2016-06-20,2021-12-31,4364.31,Standard,Non-Zero Income,2020,Active
277,Ontario,Sudbury,46.522099,-80.953033,M5V 1G5,Doctor,23566.0,Married,Star,2018-11-06,2021-01-25,4365.26,Standard,Non-Zero Income,811,Inactive
278,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Bachelor,26026.0,Single,Star,2018-05-23,2019-03-08,4369.04,Standard,Non-Zero Income,289,Inactive
279,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Doctor,25676.0,Married,Star,2020-03-13,2021-12-31,4373.36,Standard,Non-Zero Income,658,Active
280,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Doctor,25676.0,Married,Star,2018-03-09,2021-12-31,4373.36,Standard,Non-Zero Income,1393,Active
281,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,College,0.0,Married,Star,2017-01-10,2018-11-09,4376.08,Standard,Zero Income,668,Inactive
282,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Bachelor,63774.0,Divorced,Star,2021-08-01,2021-12-31,4376.36,Standard,Non-Zero Income,152,Active
283,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,63774.0,Divorced,Star,2017-04-25,2018-05-12,4376.36,Standard,Non-Zero Income,382,Inactive
284,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Bachelor,63774.0,Divorced,Star,2018-03-26,2021-12-31,4376.36,Standard,Non-Zero Income,1376,Active
285,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Bachelor,63774.0,Divorced,Star,2020-02-13,2021-12-31,4376.36,Standard,Non-Zero Income,687,Active
286,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Bachelor,63774.0,Divorced,Star,2021-05-10,2021-12-31,4376.36,Standard,Non-Zero Income,235,Active
287,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,College,0.0,Single,Star,2016-09-07,2021-12-31,4377.53,Standard,Zero Income,1941,Active
288,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Bachelor,20597.0,Married,Star,2021-10-09,2021-12-31,4381.18,Standard,Non-Zero Income,83,Active
289,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,High School or Below,20394.0,Married,Star,2019-03-09,2021-12-31,4381.88,Standard,Non-Zero Income,1028,Active
290,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,High School or Below,20394.0,Married,Star,2021-07-05,2021-12-31,4381.88,Standard,Non-Zero Income,179,Active
291,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Bachelor,84491.0,Single,Star,2020-12-26,2021-12-31,4383.15,Standard,Non-Zero Income,370,Active
292,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Bachelor,32272.0,Married,Star,2018-08-08,2019-08-31,4384.35,Standard,Non-Zero Income,388,Inactive
293,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Master,10621.0,Single,Star,2021-11-19,2021-12-31,4386.28,Standard,Non-Zero Income,42,Active
294,Ontario,Trenton,44.101128,-77.576309,K8V 4B2,Master,10621.0,Single,Star,2015-04-26,2021-12-31,4386.28,Standard,Non-Zero Income,2441,Active
295,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Bachelor,26676.0,Married,Star,2019-07-02,2021-12-31,4389.28,Standard,Non-Zero Income,913,Active
296,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,College,0.0,Divorced,Star,2019-04-03,2021-12-31,4389.95,Standard,Zero Income,1003,Active
297,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Bachelor,28719.0,Married,Star,2021-05-08,2021-12-31,4395.89,Standard,Non-Zero Income,237,Active
298,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,College,0.0,Single,Star,2018-11-14,2021-12-31,4398.05,Standard,Zero Income,1143,Active
299,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,High School or Below,24046.0,Married,Star,2019-09-11,2021-12-31,4419.12,Standard,Non-Zero Income,842,Active
300,British Columbia,West Vancouver,49.328625,-123.16019,V6V 8Z3,College,0.0,Married,Star,2015-08-05,2021-12-31,4419.54,Standard,Zero Income,2340,Active
301,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,College,0.0,Single,Star,2019-03-27,2021-12-31,4423.69,Standard,Zero Income,1010,Active
302,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,63597.0,Married,Star,2015-09-12,2021-12-31,4425.75,Standard,Non-Zero Income,2302,Active
303,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Bachelor,80892.0,Married,Star,2018-02-11,2021-12-31,4425.91,Standard,Non-Zero Income,1419,Active
304,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Bachelor,80892.0,Married,Star,2021-07-20,2019-03-20,4425.91,Standard,Non-Zero Income,-853,Inactive
305,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Bachelor,29660.0,Married,Star,2016-11-01,2021-12-31,4426.1,Standard,Non-Zero Income,1886,Active
306,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Bachelor,58577.0,Married,Star,2018-04-26,2021-12-31,4428.03,Standard,Non-Zero Income,1345,Active
307,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Bachelor,58577.0,Married,Star,2015-07-07,2021-12-31,4428.03,Standard,Non-Zero Income,2369,Active
308,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Bachelor,58577.0,Married,Star,2017-09-15,2021-12-31,4428.03,Standard,Non-Zero Income,1568,Active
309,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Bachelor,58577.0,Married,Star,2021-02-09,2021-12-31,4428.03,2021 Promotion,Non-Zero Income,325,Active
